id_denuncia;tipo_de_denuncia;id_violencia;tipo_violencia;periodo_dia;endereco;estado;nome;idade;identidade_de_genero;orientacao_sexual;etnia;escolaridade;genero_biologico
372;Assedio;372;Sexual;Noite;Lagoa Cardoso, 590;TO;Pedro Lucas Moura;24;Mulher Transgenero;Heterossexual;Amarelo;Ensino Medio Completo;Feminino
373;Outros;373;Moral;Madrugada;Viela de Vasconcelos, 283;PE;Ana Vitória Martins;151;Homem Cisgenero;Pansexual;Negro;Ensino Fundamental Completo;Feminino
374;Outros;374;Psicologica;Tarde;Pátio de Montenegro, 463;PR;Olivia Farias;37;Homem Transgenero;Pansexual;Indigena;Ensino Fundamental Incompleto;Feminino
375;Invalido;375;Patrimonial;Tarde;Condomínio Ferreira, 936;RS;Hadassa Vasconcelos;16;Homem Cisgenero;Pansexual;Indigena;Ensino Superior Completo;Masculino
376;Discriminacao;376;Sexual;Manha;Quadra Barbosa, 544;XX;Anthony Garcia;81;Homem Transgenero;Homossexual;Indigena;Pos-graduacao;Masculino
377;Invalido;377;Sexual;Noite;Chácara Rios, 772;GO;Ravy Marques;102;Mulher Cisgenero;Heterossexual;Indigena;Ensino Superior Incompleto;Feminino
378;Agressao;378;Fisica;Tarde;Feira Campos, 499;MG;Felipe Costa;nan;Nao-Binario;Heterossexual;Indigena;Ensino Medio Incompleto;Feminino
379;Assedio;379;Psicologica;Tarde;Quadra de Cunha, 800;DF;Asafe da Costa;nan;Mulher Transgenero;Pansexual;Indigena;Ensino Fundamental Incompleto;Feminino
380;Assedio;380;Fisica;Tarde;Ladeira Abreu, 463;AM;João Câmara;57;Mulher Cisgenero;Homossexual;Amarelo;Ensino Medio Incompleto;Masculino
381;Violencia Domestica;381;Psicologica;Manha;Ladeira da Rosa, 493;XX;Gustavo Henrique Teixeira;27;Homem Cisgenero;Homossexual;Branco;Ensino Fundamental Completo;Feminino
382;;382;Patrimonial;Madrugada;;;;3;;;;;
383;Violencia Domestica;383;Psicologica;Tarde;Fazenda de Marques, 466;XX;Ian Rezende;14;Homem Cisgenero;Bissexual;Negro;Pos-graduacao;Feminino
384;;384;Patrimonial;Madrugada;;;;41;;;;;
385;Invalido;385;Patrimonial;Madrugada;Estação de Pimenta, 644;AM;Maria Luiza Lima;24;Homem Transgenero;Heterossexual;Indigena;Pos-graduacao;Masculino
386;Invalido;386;Patrimonial;Manha;Praia Monteiro, 589;SP;Enzo Gabriel Alves;26;Mulher Cisgenero;Homossexual;Indigena;Ensino Fundamental Completo;Masculino
387;Invalido;387;Moral;Noite;Feira Vasconcelos, 867;SP;Alexia Costela;86;Homem Transgenero;Bissexual;Branco;Ensino Fundamental Incompleto;Masculino
388;Invalido;388;Psicologica;Manha;Largo de Moura, 10;PA;Dr. Lucas Gabriel da Cunha;3;Homem Cisgenero;Pansexual;Branco;Ensino Medio Completo;Feminino
389;Invalido;389;Psicologica;Noite;Passarela Nunes, 586;SC;Kaique Castro;52;Mulher Transgenero;Assexual;Amarelo;Pos-graduacao;Feminino
390;;390;Patrimonial;Manha;;;;48;;;;;
391;Outros;391;Psicologica;Tarde;Viaduto Lara Cavalcanti, 221;XX;Rhavi Araújo;32;Mulher Transgenero;Assexual;Branco;Ensino Medio Incompleto;Feminino
392;Outros;392;Patrimonial;Noite;Condomínio Brenda Araújo, 701;SC;Apollo Vieira;nan;Mulher Transgenero;Pansexual;Amarelo;Ensino Medio Completo;Masculino
393;;393;Psicologica;Manha;;;;23;;;;;
394;Outros;394;Psicologica;Madrugada;Avenida Silva, 558;XX;Cauã da Cruz;88;Homem Transgenero;Homossexual;Indigena;Ensino Superior Incompleto;Masculino
395;Assedio;395;Patrimonial;Noite;Fazenda de Rocha, 236;XX;Sarah Mendonça;37;Mulher Transgenero;Heterossexual;Negro;Ensino Medio Incompleto;Feminino
396;Outros;396;Patrimonial;Tarde;Favela Ribeiro, 571;AM;Francisco Carvalho;8;Homem Transgenero;Assexual;Pardo;Pos-graduacao;Masculino
397;Discriminacao;397;Moral;Madrugada;Lagoa Jesus, 463;RR;Noah da Conceição;67;Nao-Binario;Pansexual;Indigena;Pos-graduacao;Masculino
398;Violencia Domestica;398;Moral;Noite;Setor Marcela Siqueira, 636;BA;Maria Luiza Caldeira;93;Mulher Transgenero;Bissexual;Pardo;Ensino Fundamental Incompleto;Masculino
399;Discriminacao;399;Moral;Tarde;Campo Vargas, 597;XX;José Pedro da Mota;21;Nao-Binario;Homossexual;Indigena;Ensino Superior Completo;Feminino
400;Agressao;400;Fisica;Madrugada;Esplanada Mariah Pereira, 146;XX;Heloísa Mendes;107;Mulher Cisgenero;Homossexual;Indigena;Pos-graduacao;Feminino
401;Agressao;401;Fisica;Madrugada;Alameda Milena da Cunha, 590;XX;Theodoro Mendonça;88;Homem Transgenero;Heterossexual;Branco;Ensino Superior Incompleto;Masculino
402;Invalido;402;Psicologica;Manha;Área Cardoso, 898;AC;Anna Liz Vieira;100;Homem Cisgenero;Heterossexual;Amarelo;Pos-graduacao;Feminino
403;Discriminacao;403;Moral;Madrugada;Avenida Moura, 10;BA;Breno Guerra;151;Mulher Cisgenero;Assexual;Pardo;Ensino Superior Completo;Feminino
404;Discriminacao;404;Fisica;Tarde;Alameda de Freitas, 100;XX;Sophie Guerra;49;Mulher Transgenero;Heterossexual;Branco;Ensino Fundamental Incompleto;Masculino
405;Outros;405;Moral;Manha;Setor Lima, 248;XX;Yan da Rosa;37;Mulher Transgenero;Pansexual;Indigena;Ensino Superior Incompleto;Masculino
406;Invalido;406;Psicologica;Noite;Residencial Gael Pacheco, 81;MA;Sra. Amanda Marques;109;Mulher Cisgenero;Heterossexual;Negro;Ensino Superior Completo;Feminino
407;Agressao;407;Fisica;Manha;Avenida Ana Pacheco, 635;ES;Dra. Gabriela Cavalcante;44;Mulher Cisgenero;Assexual;Pardo;Ensino Superior Completo;Feminino
408;Agressao;408;Psicologica;Manha;Quadra de Peixoto, 476;XX;Isis Vargas;42;Mulher Cisgenero;Bissexual;Amarelo;Ensino Superior Incompleto;Feminino
409;Invalido;409;Fisica;Madrugada;Ladeira de Fernandes, 987;PI;Vinicius Silva;69;Mulher Cisgenero;Pansexual;Indigena;Pos-graduacao;Feminino
410;Agressao;410;Sexual;Manha;Recanto Enrico Aragão, 548;XX;Gabriel Melo;100;Mulher Transgenero;Pansexual;Amarelo;Ensino Fundamental Incompleto;Feminino
411;;411;Patrimonial;Manha;;;;5;;;;;
412;Invalido;412;Patrimonial;Noite;Vereda Costa, 389;SE;Kevin Dias;12;Nao-Binario;Bissexual;Branco;Ensino Medio Incompleto;Feminino
413;Invalido;413;Fisica;Manha;Alameda Jesus, 33;MS;Davi Miguel Guerra;59;Homem Transgenero;Pansexual;Negro;Ensino Medio Incompleto;Feminino
414;Invalido;414;Moral;Madrugada;Lagoa de Machado, 222;MG;Sara Pimenta;36;Mulher Transgenero;Heterossexual;Amarelo;Ensino Fundamental Completo;Masculino
415;;415;Moral;Tarde;;;;17;;;;;
416;Outros;416;Patrimonial;Manha;Esplanada de Rocha, 684;XX;Joana Machado;53;Mulher Transgenero;Assexual;Indigena;Ensino Superior Completo;Feminino
417;Invalido;417;Sexual;Tarde;Avenida Cauã Rodrigues, 766;RR;Enzo Vasconcelos;19;Mulher Cisgenero;Heterossexual;Branco;Ensino Fundamental Incompleto;Masculino
418;;418;Psicologica;Tarde;;;;105;;;;;
419;;419;Moral;Madrugada;;;;82;;;;;
420;;420;Patrimonial;Manha;;;;9;;;;;
421;Invalido;421;Psicologica;Manha;Viaduto de Andrade, 991;PA;Eloah Pereira;42;Homem Cisgenero;Bissexual;Negro;Ensino Medio Incompleto;Masculino
422;Invalido;422;Moral;Manha;Residencial Freitas, 908;PR;Dr. João Lucas Gonçalves;33;Homem Cisgenero;Bissexual;Indigena;Ensino Medio Incompleto;Masculino
423;Assedio;423;Sexual;Manha;Vila Peixoto, 540;ES;Sr. Bruno Peixoto;181;Mulher Cisgenero;Heterossexual;Pardo;Ensino Superior Incompleto;Feminino
424;Outros;424;Sexual;Tarde;Ladeira de Cardoso, 213;TO;Pedro Henrique Lopes;nan;Mulher Transgenero;Homossexual;Branco;Ensino Fundamental Incompleto;Masculino
425;;425;Fisica;Noite;;;;2;;;;;
426;;426;Fisica;Madrugada;;;;83;;;;;
427;Outros;427;Fisica;Madrugada;Praça de Oliveira, 52;XX;Lorenzo Rodrigues;88;Nao-Binario;Assexual;Amarelo;Ensino Medio Completo;Masculino
428;Invalido;428;Patrimonial;Tarde;Vereda André Gonçalves, 483;TO;Dr. Thomas Novaes;56;Homem Transgenero;Heterossexual;Branco;Ensino Superior Completo;Feminino
429;Assedio;429;Psicologica;Noite;Vale Liz Gonçalves, 465;MG;Anna Liz Abreu;31;Mulher Transgenero;Bissexual;Amarelo;Ensino Medio Completo;Masculino
430;Assedio;430;Psicologica;Madrugada;Residencial de da Costa, 27;XX;Evelyn da Mota;12;Homem Transgenero;Assexual;Negro;Ensino Superior Completo;Masculino
431;Discriminacao;431;Patrimonial;Tarde;Chácara de Pires, 626;XX;Vitor Cardoso;50;Mulher Cisgenero;Heterossexual;Negro;Ensino Medio Incompleto;Feminino
432;Discriminacao;432;Psicologica;Tarde;Vereda de Rezende, 502;XX;Vitor Gabriel Dias;103;Mulher Cisgenero;Pansexual;Amarelo;Ensino Fundamental Incompleto;Feminino
433;Agressao;433;Moral;Manha;Morro de Camargo, 728;XX;Maria Laura Correia;86;Homem Transgenero;Pansexual;Negro;Ensino Fundamental Incompleto;Feminino
434;;434;Psicologica;Madrugada;;;;44;;;;;
435;Violencia Domestica;435;Psicologica;Madrugada;Conjunto Pedro Lucas Silva, 694;AL;João Felipe Brito;27;Homem Transgenero;Pansexual;Negro;Ensino Superior Completo;Masculino
436;Agressao;436;Fisica;Noite;Lagoa de Novaes, 72;XX;Ana Carolina Carvalho;24;Nao-Binario;Assexual;Negro;Ensino Medio Incompleto;Masculino
437;Outros;437;Moral;Madrugada;Estrada de da Rosa, 815;SE;Henrique Fogaça;nan;Mulher Transgenero;Bissexual;Indigena;Ensino Medio Incompleto;Feminino
438;Outros;438;Fisica;Madrugada;Vila de Carvalho, 42;MS;Vitória Azevedo;180;Mulher Cisgenero;Assexual;Branco;Ensino Superior Completo;Masculino
439;Agressao;439;Fisica;Madrugada;Trecho de Correia, 617;XX;Bárbara Mendes;44;Homem Cisgenero;Homossexual;Negro;Ensino Medio Incompleto;Masculino
440;Invalido;440;Moral;Tarde;Viaduto da Luz, 476;RR;Anna Liz Souza;92;Mulher Cisgenero;Bissexual;Pardo;Ensino Medio Incompleto;Feminino
441;Invalido;441;Sexual;Madrugada;Esplanada Siqueira, 929;MT;Dra. Sabrina Sampaio;76;Nao-Binario;Assexual;Negro;Ensino Fundamental Incompleto;Masculino
442;Violencia Domestica;442;Moral;Madrugada;Sítio de Nascimento, 357;XX;Matheus Barros;11;Homem Transgenero;Homossexual;Branco;Ensino Medio Incompleto;Masculino
443;Assedio;443;Fisica;Tarde;Distrito Caroline da Luz, 897;XX;Enzo Siqueira;86;Homem Cisgenero;Homossexual;Branco;Ensino Superior Incompleto;Masculino
444;Invalido;444;Fisica;Manha;Passarela José Miguel Casa Grande, 494;PR;Mariane Borges;18;Nao-Binario;Bissexual;Pardo;Pos-graduacao;Masculino
445;Invalido;445;Sexual;Manha;Travessa Alana Guerra, 687;PI;Yuri Siqueira;110;Nao-Binario;Pansexual;Indigena;Ensino Superior Completo;Masculino
446;Agressao;446;Psicologica;Madrugada;Alameda de Carvalho, 192;XX;Mirella Fogaça;50;Mulher Cisgenero;Pansexual;Indigena;Ensino Superior Completo;Feminino
447;;447;Fisica;Manha;;;;85;;;;;
448;Invalido;448;Fisica;Noite;Conjunto de Lopes, 923;RN;Manuela Caldeira;66;Mulher Transgenero;Bissexual;Amarelo;Ensino Fundamental Incompleto;Masculino
449;Assedio;449;Fisica;Noite;Conjunto Nicolas Rodrigues, 608;SE;Marcos Vinicius Pimenta;186;Mulher Transgenero;Homossexual;Pardo;Pos-graduacao;Masculino
450;Assedio;450;Fisica;Madrugada;Pátio Farias, 542;PI;Ravi Lucca Fonseca;66;Homem Transgenero;Assexual;Amarelo;Pos-graduacao;Masculino
451;Invalido;451;Fisica;Manha;Aeroporto da Rocha, 606;ES;Gael Henrique Alves;1;Homem Cisgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Masculino
452;Agressao;452;Moral;Tarde;Travessa de Guerra, 374;RO;Anna Liz da Paz;nan;Mulher Transgenero;Homossexual;Branco;Ensino Superior Completo;Masculino
453;Outros;453;Sexual;Noite;Largo Hadassa Novais, 300;XX;Bento Costa;97;Homem Cisgenero;Assexual;Amarelo;Ensino Superior Incompleto;Masculino
454;Outros;454;Patrimonial;Noite;Conjunto Mendonça, 874;RS;Jade Martins;nan;Homem Cisgenero;Pansexual;Branco;Ensino Superior Incompleto;Masculino
455;Outros;455;Fisica;Noite;Residencial Castro, 967;BA;Luiz Gustavo Vargas;199;Mulher Transgenero;Bissexual;Branco;Ensino Superior Incompleto;Feminino
456;Agressao;456;Psicologica;Tarde;Estação Moreira, 328;MA;Otávio Nunes;nan;Nao-Binario;Homossexual;Negro;Ensino Medio Completo;Feminino
457;Invalido;457;Moral;Manha;Favela de da Mota, 648;SC;Dra. Alice Barbosa;49;Homem Transgenero;Homossexual;Indigena;Ensino Medio Incompleto;Masculino
458;Discriminacao;458;Patrimonial;Madrugada;Recanto João Felipe Câmara, 587;XX;Ana Laura Viana;15;Homem Transgenero;Bissexual;Amarelo;Ensino Superior Completo;Feminino
459;Assedio;459;Patrimonial;Tarde;Quadra de Fogaça, 537;PA;Clarice Pereira;nan;Mulher Cisgenero;Heterossexual;Negro;Ensino Medio Completo;Masculino
460;Outros;460;Psicologica;Madrugada;Praia da Conceição, 409;XX;Laís Peixoto;13;Homem Cisgenero;Pansexual;Indigena;Ensino Superior Completo;Feminino
461;Assedio;461;Sexual;Tarde;Quadra Ferreira, 852;XX;Lucas Rios;108;Homem Transgenero;Bissexual;Negro;Ensino Medio Incompleto;Masculino
462;Discriminacao;462;Psicologica;Noite;Viaduto de Gomes, 996;XX;Cecília Carvalho;72;Mulher Transgenero;Bissexual;Pardo;Ensino Superior Incompleto;Feminino
463;Outros;463;Sexual;Manha;Residencial de Cunha, 474;RO;Dr. Ravi Sales;14;Nao-Binario;Heterossexual;Pardo;Pos-graduacao;Masculino
464;Assedio;464;Patrimonial;Manha;Sítio de Rodrigues, 709;XX;Sr. Joaquim Barros;78;Nao-Binario;Heterossexual;Pardo;Ensino Superior Incompleto;Feminino
465;;465;Moral;Manha;;;;57;;;;;
466;Invalido;466;Sexual;Noite;Residencial Stella Casa Grande, 884;CE;Sr. Pedro da Mota;37;Mulher Transgenero;Assexual;Pardo;Ensino Superior Completo;Feminino
467;Discriminacao;467;Sexual;Tarde;Sítio Andrade, 945;XX;Anthony da Conceição;37;Nao-Binario;Assexual;Indigena;Ensino Medio Incompleto;Masculino
468;Outros;468;Sexual;Tarde;Vila Pimenta, 661;RJ;Lorena Ferreira;nan;Nao-Binario;Bissexual;Pardo;Pos-graduacao;Masculino
469;Assedio;469;Moral;Tarde;Praia Breno Sousa, 437;CE;Otávio Pastor;97;Mulher Transgenero;Heterossexual;Negro;Ensino Fundamental Completo;Feminino
470;Violencia Domestica;470;Moral;Tarde;Ladeira de Caldeira, 907;XX;Breno Nascimento;75;Mulher Cisgenero;Assexual;Pardo;Ensino Superior Completo;Feminino
471;Invalido;471;Psicologica;Tarde;Recanto Ana Clara Garcia, 573;GO;Rodrigo Novais;94;Mulher Cisgenero;Bissexual;Negro;Pos-graduacao;Feminino
472;Outros;472;Moral;Tarde;Avenida Nogueira, 873;AM;Ravi Lucca Cardoso;85;Mulher Cisgenero;Heterossexual;Negro;Pos-graduacao;Feminino
473;;473;Moral;Tarde;;;;22;;;;;
474;Invalido;474;Fisica;Madrugada;Praça Lara Vargas, 263;PI;Yan Carvalho;95;Mulher Transgenero;Assexual;Pardo;Ensino Superior Completo;Masculino
475;Outros;475;Psicologica;Tarde;Campo Teixeira, 443;PI;Davi Luiz Lopes;nan;Homem Cisgenero;Assexual;Branco;Pos-graduacao;Feminino
476;Agressao;476;Psicologica;Madrugada;Distrito Rebeca Duarte, 900;BA;Emanuelly Monteiro;6;Mulher Cisgenero;Pansexual;Negro;Ensino Medio Incompleto;Feminino
477;Violencia Domestica;477;Sexual;Tarde;Conjunto Otávio Campos, 47;RR;Luiz Fernando Barros;7;Mulher Transgenero;Bissexual;Pardo;Ensino Medio Incompleto;Feminino
478;Discriminacao;478;Psicologica;Manha;Trevo de Pereira, 696;GO;Dom Macedo;5;Mulher Cisgenero;Heterossexual;Branco;Ensino Medio Completo;Feminino
479;;479;Patrimonial;Madrugada;;;;2;;;;;
480;Outros;480;Moral;Madrugada;Lagoa Melina Castro, 815;XX;Sabrina Jesus;78;Homem Transgenero;Assexual;Negro;Ensino Superior Completo;Feminino
481;Invalido;481;Psicologica;Tarde;Chácara de Silveira, 546;RJ;Pedro Lucas Oliveira;92;Homem Cisgenero;Heterossexual;Pardo;Ensino Medio Completo;Masculino
482;Outros;482;Fisica;Manha;Chácara Isaac Silveira, 455;XX;José Pedro Lima;23;Nao-Binario;Pansexual;Amarelo;Ensino Medio Incompleto;Feminino
483;Agressao;483;Fisica;Tarde;Quadra Rodrigues, 981;AP;Carolina Silveira;67;Mulher Transgenero;Pansexual;Pardo;Pos-graduacao;Masculino
484;Outros;484;Patrimonial;Noite;Conjunto de da Costa, 823;XX;Maria Helena Lopes;65;Nao-Binario;Homossexual;Negro;Ensino Fundamental Completo;Feminino
485;Violencia Domestica;485;Sexual;Manha;Vila de da Cruz, 537;AM;Heloisa Marques;200;Nao-Binario;Pansexual;Amarelo;Pos-graduacao;Feminino
486;Agressao;486;Fisica;Noite;Chácara de Aparecida, 670;XX;Clara Teixeira;86;Homem Cisgenero;Homossexual;Branco;Ensino Medio Completo;Feminino
487;Assedio;487;Moral;Madrugada;Feira de Oliveira, 863;MA;Josué Vasconcelos;27;Homem Cisgenero;Bissexual;Branco;Ensino Medio Incompleto;Feminino
488;Invalido;488;Patrimonial;Madrugada;Largo Eduardo Barbosa, 886;PB;Anna Liz Casa Grande;23;Mulher Cisgenero;Bissexual;Pardo;Ensino Medio Completo;Feminino
489;Agressao;489;Psicologica;Manha;Parque Ana Lívia Vasconcelos, 684;XX;Alícia Teixeira;37;Mulher Transgenero;Assexual;Indigena;Ensino Fundamental Incompleto;Masculino
490;Invalido;490;Psicologica;Manha;Via Araújo, 136;ES;Ian Sá;104;Mulher Cisgenero;Pansexual;Indigena;Ensino Fundamental Incompleto;Masculino
491;Outros;491;Fisica;Noite;Viela de Martins, 93;PR;Ana Júlia Cavalcanti;nan;Nao-Binario;Heterossexual;Amarelo;Pos-graduacao;Masculino
492;Agressao;492;Sexual;Manha;Rua de Rios, 108;XX;Noah Moura;11;Nao-Binario;Assexual;Negro;Ensino Fundamental Incompleto;Feminino
493;Outros;493;Psicologica;Madrugada;Praia de Rocha, 795;PI;João Vitor Araújo;nan;Mulher Transgenero;Heterossexual;Branco;Ensino Fundamental Completo;Masculino
494;Assedio;494;Moral;Madrugada;Viaduto Arthur Porto, 593;XX;Pedro Lucas Cardoso;22;Nao-Binario;Pansexual;Indigena;Ensino Medio Incompleto;Feminino
495;Discriminacao;495;Moral;Manha;Recanto Correia, 612;XX;Vitor Gabriel Ramos;45;Homem Cisgenero;Bissexual;Negro;Ensino Fundamental Incompleto;Feminino
496;;496;Fisica;Noite;;;;5;;;;;
497;Discriminacao;497;Patrimonial;Manha;Residencial Vieira, 698;MS;Josué Alves;177;Homem Transgenero;Homossexual;Negro;Ensino Superior Completo;Feminino
498;;498;Moral;Tarde;;;;55;;;;;
499;Discriminacao;499;Fisica;Madrugada;Estrada de Vargas, 887;MG;Ana Sophia Pastor;157;Homem Transgenero;Homossexual;Branco;Ensino Medio Incompleto;Feminino
500;;500;Psicologica;Tarde;;;;53;;;;;
501;Discriminacao;501;Psicologica;Manha;Aeroporto da Rosa, 867;CE;Maria Helena da Conceição;nan;Mulher Transgenero;Heterossexual;Amarelo;Ensino Superior Completo;Masculino
502;Invalido;502;Fisica;Noite;Ladeira da Paz, 381;PB;Daniela Moreira;49;Homem Cisgenero;Bissexual;Negro;Ensino Medio Completo;Feminino
503;Violencia Domestica;503;Moral;Tarde;Rua Alves, 175;SP;Emanuel da Paz;197;Mulher Cisgenero;Assexual;Indigena;Ensino Fundamental Completo;Feminino
504;Invalido;504;Psicologica;Noite;Avenida de Duarte, 616;BA;Lara Pastor;63;Homem Cisgenero;Homossexual;Pardo;Pos-graduacao;Masculino
505;Invalido;505;Patrimonial;Manha;Fazenda Câmara, 686;SP;Luiz Miguel Garcia;69;Homem Transgenero;Pansexual;Indigena;Ensino Medio Incompleto;Masculino
506;Assedio;506;Psicologica;Noite;Largo da Costa, 762;XX;Dra. Letícia Pimenta;21;Homem Cisgenero;Assexual;Pardo;Ensino Medio Incompleto;Masculino
507;Assedio;507;Patrimonial;Madrugada;Esplanada de Farias, 863;XX;Pietra Costela;59;Mulher Transgenero;Assexual;Amarelo;Ensino Superior Incompleto;Feminino
508;Outros;508;Psicologica;Manha;Lago de da Mata, 58;TO;Milena Martins;158;Homem Transgenero;Assexual;Negro;Ensino Medio Incompleto;Masculino
509;Invalido;509;Psicologica;Tarde;Vila de Souza, 373;RN;Davi Caldeira;7;Mulher Cisgenero;Pansexual;Amarelo;Pos-graduacao;Masculino
510;;510;Psicologica;Tarde;;;;99;;;;;
511;;511;Fisica;Tarde;;;;101;;;;;
512;Invalido;512;Sexual;Manha;Setor de Almeida, 156;RN;Dra. Vitória Vargas;91;Mulher Transgenero;Pansexual;Amarelo;Ensino Medio Incompleto;Masculino
513;Invalido;513;Fisica;Noite;Colônia de Campos, 891;SC;Luan Nogueira;46;Homem Transgenero;Bissexual;Indigena;Pos-graduacao;Feminino
514;Invalido;514;Sexual;Tarde;Vila Rafael Rezende, 846;PE;Dr. Josué Martins;26;Homem Transgenero;Assexual;Amarelo;Ensino Fundamental Incompleto;Masculino
515;;515;Sexual;Madrugada;;;;71;;;;;
516;Invalido;516;Fisica;Madrugada;Rodovia Ísis Pastor, 30;SP;Jade Melo;38;Mulher Transgenero;Heterossexual;Pardo;Ensino Medio Completo;Masculino
517;Violencia Domestica;517;Sexual;Madrugada;Fazenda da Cunha, 814;SC;Julia Borges;nan;Homem Cisgenero;Assexual;Indigena;Ensino Medio Completo;Feminino
518;Assedio;518;Patrimonial;Noite;Trecho Fernandes, 433;XX;Pedro Miguel Aragão;9;Mulher Cisgenero;Bissexual;Indigena;Ensino Superior Completo;Masculino
519;;519;Patrimonial;Madrugada;;;;72;;;;;
520;;520;Fisica;Manha;;;;53;;;;;
521;;521;Sexual;Tarde;;;;109;;;;;
522;Violencia Domestica;522;Psicologica;Manha;Vale Enrico Rios, 894;AL;Heitor Santos;185;Homem Transgenero;Assexual;Branco;Ensino Medio Incompleto;Masculino
523;Assedio;523;Patrimonial;Madrugada;Lago de Peixoto, 903;XX;Ana Azevedo;5;Mulher Cisgenero;Heterossexual;Amarelo;Ensino Fundamental Incompleto;Masculino
524;Agressao;524;Moral;Manha;Trecho de Sales, 915;SP;Ian da Luz;152;Mulher Cisgenero;Homossexual;Negro;Ensino Superior Completo;Masculino
525;Assedio;525;Moral;Manha;Quadra de Lopes, 472;XX;Jade Dias;66;Nao-Binario;Pansexual;Pardo;Pos-graduacao;Masculino
526;Assedio;526;Patrimonial;Manha;Fazenda Lívia Vargas, 378;PR;Cecilia Pimenta;98;Mulher Transgenero;Homossexual;Branco;Ensino Medio Incompleto;Masculino
527;Invalido;527;Psicologica;Manha;Morro Ferreira, 102;TO;Davi Miguel Cardoso;27;Mulher Transgenero;Bissexual;Branco;Ensino Medio Completo;Masculino
528;;528;Fisica;Noite;;;;80;;;;;
529;Outros;529;Sexual;Madrugada;Residencial Stephany Sá, 567;RN;Nicole Pimenta;21;Homem Cisgenero;Bissexual;Pardo;Ensino Superior Incompleto;Feminino
530;Violencia Domestica;530;Psicologica;Manha;Largo Azevedo, 338;PI;Alícia Melo;51;Nao-Binario;Homossexual;Pardo;Ensino Superior Incompleto;Feminino
531;Invalido;531;Patrimonial;Noite;Via Helena Cassiano, 902;RO;Isabel Rios;85;Mulher Transgenero;Assexual;Pardo;Ensino Fundamental Incompleto;Feminino
532;;532;Psicologica;Manha;;;;0;;;;;
533;;533;Sexual;Tarde;;;;101;;;;;
534;;534;Patrimonial;Madrugada;;;;88;;;;;
535;Agressao;535;Moral;Tarde;Avenida de Rios, 177;SC;Zoe da Costa;14;Mulher Transgenero;Heterossexual;Indigena;Pos-graduacao;Feminino
536;Agressao;536;Sexual;Tarde;Colônia de Alves, 170;AM;Srta. Elisa Cassiano;44;Nao-Binario;Assexual;Indigena;Ensino Superior Incompleto;Feminino
537;Assedio;537;Sexual;Tarde;Distrito de da Mata, 35;AL;Manuella da Mata;19;Mulher Cisgenero;Assexual;Branco;Ensino Fundamental Incompleto;Masculino
538;Invalido;538;Patrimonial;Noite;Pátio Cunha, 366;ES;Asafe da Paz;12;Mulher Cisgenero;Assexual;Branco;Pos-graduacao;Masculino
539;Assedio;539;Psicologica;Madrugada;Praia Rios, 206;XX;Benjamin Marques;51;Mulher Cisgenero;Bissexual;Indigena;Ensino Medio Incompleto;Masculino
540;Agressao;540;Sexual;Madrugada;Ladeira Milena Carvalho, 266;XX;Caroline Pereira;44;Nao-Binario;Assexual;Branco;Ensino Medio Completo;Feminino
541;Invalido;541;Fisica;Tarde;Colônia de Peixoto, 804;MT;Luiz Otávio Andrade;108;Homem Cisgenero;Bissexual;Negro;Ensino Superior Incompleto;Feminino
542;Discriminacao;542;Patrimonial;Madrugada;Jardim das Neves, 167;PB;Yuri da Rosa;122;Mulher Cisgenero;Assexual;Negro;Ensino Superior Completo;Feminino
543;Outros;543;Fisica;Madrugada;Favela Machado, 28;BA;Sra. Gabrielly Machado;89;Homem Transgenero;Pansexual;Branco;Ensino Superior Incompleto;Masculino
544;Discriminacao;544;Moral;Madrugada;Núcleo de Fernandes, 805;RN;Caroline Lima;145;Homem Cisgenero;Heterossexual;Negro;Ensino Medio Incompleto;Masculino
545;Discriminacao;545;Fisica;Tarde;Lagoa de Aparecida, 52;MA;Renan Garcia;68;Homem Transgenero;Assexual;Amarelo;Ensino Medio Incompleto;Feminino
546;Invalido;546;Moral;Manha;Colônia Duarte, 618;GO;Sr. Vicente Moura;57;Nao-Binario;Pansexual;Amarelo;Ensino Superior Incompleto;Masculino
547;Outros;547;Patrimonial;Madrugada;Feira Luiz Otávio Pinto, 142;XX;Giovanna Vieira;49;Homem Cisgenero;Assexual;Negro;Pos-graduacao;Masculino
548;;548;Fisica;Tarde;;;;31;;;;;
549;Invalido;549;Psicologica;Tarde;Aeroporto de Moura, 486;PR;Léo Câmara;23;Homem Cisgenero;Homossexual;Negro;Ensino Superior Completo;Masculino
550;Assedio;550;Psicologica;Tarde;Jardim Almeida, 651;AP;Guilherme Fernandes;nan;Homem Cisgenero;Homossexual;Pardo;Ensino Medio Completo;Feminino
551;Assedio;551;Patrimonial;Tarde;Distrito Abreu, 254;RR;José Pedro Garcia;nan;Nao-Binario;Homossexual;Branco;Ensino Superior Completo;Feminino
552;Assedio;552;Fisica;Manha;Sítio de Andrade, 152;CE;Ravy Siqueira;8;Nao-Binario;Assexual;Negro;Pos-graduacao;Feminino
553;Invalido;553;Fisica;Manha;Residencial Rezende, 887;SE;Maria Liz Rios;2;Homem Cisgenero;Assexual;Branco;Ensino Fundamental Completo;Masculino
