"ID";"TipoDenuncia";"IDViolencia";"TipoViolencia";"PeriodoDia";"Endereco";"Estado";"Nome";"Idade";"IdentidadeGenero";"OrientacaoSexual";"Etnia";"Escolaridade";"GeneroBiologico"
722;"violencia domestica";722;"patrimonial";"tarde";"travessa peixoto, 577";"am";"erick campos";30;"mulher cisgenero";"pansexual";"negro";"pos-graduacao";"feminino"
723;"agressao";723;"patrimonial";"tarde";"favela de rodrigues, 299";"ap";"maria laura gomes";29;"mulher cisgenero";"heterossexual";"pardo";"ensino superior incompleto";"feminino"
724;"violencia domestica";724;"psicologica";"manha";"condominio josue abreu, 603";"rs";"isabel aparecida";55;"homem transgenero";"heterossexual";"branco";"ensino superior incompleto";"feminino"
726;"discriminacao";726;"psicologica";"madrugada";"praia de monteiro, 713";"rs";"samuel aparecida";55;"homem cisgenero";"homossexual";"pardo";"ensino medio incompleto";"masculino"
730;"assedio";730;"fisica";"noite";"largo de oliveira, 85";"ma";"joao felipe abreu";64;"homem transgenero";"pansexual";"amarelo";"ensino fundamental completo";"feminino"
731;"agressao";731;"fisica";"noite";"morro paulo carvalho, 365";"ba";"gael henrique da cunha";12;"homem transgenero";"pansexual";"indigena";"ensino fundamental incompleto";"feminino"
733;"assedio";733;"moral";"tarde";"avenida barros, 431";"ma";"gabriel silva";55;"mulher transgenero";"pansexual";"amarelo";"ensino medio incompleto";"masculino"
734;"violencia domestica";734;"psicologica";"manha";"rua de duarte, 628";"ac";"ester vasconcelos";52;"nao-binario";"pansexual";"branco";"ensino medio incompleto";"feminino"
737;"violencia domestica";737;"psicologica";"manha";"campo de viana, 243";"ro";"mariane silveira";55;"nao-binario";"heterossexual";"indigena";"ensino superior incompleto";"feminino"
739;"agressao";739;"psicologica";"tarde";"conjunto da rocha, 124";"se";"nicolas das neves";96;"mulher cisgenero";"homossexual";"amarelo";"ensino fundamental incompleto";"feminino"
743;"assedio";743;"patrimonial";"manha";"viaduto de rios, 79";"ms";"ana livia andrade";94;"mulher cisgenero";"bissexual";"branco";"ensino medio incompleto";"feminino"
747;"outros";747;"sexual";"manha";"conjunto moraes, 786";"pe";"maya melo";30;"nao-binario";"homossexual";"indigena";"pos-graduacao";"masculino"
750;"violencia domestica";750;"fisica";"madrugada";"campo de viana, 383";"al";"eduarda pereira";55;"homem cisgenero";"assexual";"amarelo";"ensino superior incompleto";"masculino"
751;"assedio";751;"moral";"noite";"parque davi lucca viana, 383";"ap";"anthony gabriel porto";45;"homem cisgenero";"pansexual";"amarelo";"ensino superior completo";"masculino"
754;"discriminacao";754;"psicologica";"manha";"fazenda araujo, 721";"pi";"jose santos";25;"mulher cisgenero";"assexual";"pardo";"ensino medio completo";"feminino"
759;"violencia domestica";759;"sexual";"madrugada";"passarela fogaca, 266";"mg";"ravi lucca marques";55;"mulher cisgenero";"bissexual";"branco";"ensino fundamental incompleto";"feminino"
760;"agressao";760;"psicologica";"madrugada";"ladeira nathan jesus, 175";"pb";"thales cardoso";50;"homem cisgenero";"heterossexual";"amarelo";"ensino medio incompleto";"masculino"
762;"assedio";762;"psicologica";"manha";"fazenda aparecida, 902";"rn";"emanuella pinto";18;"mulher transgenero";"bissexual";"negro";"ensino fundamental incompleto";"masculino"
764;"agressao";764;"psicologica";"manha";"lago leandro vargas, 534";"pi";"antonella andrade";55;"homem transgenero";"homossexual";"pardo";"ensino medio incompleto";"feminino"
765;"agressao";765;"patrimonial";"madrugada";"trecho eloah borges, 481";"pa";"nicolas peixoto";55;"homem transgenero";"heterossexual";"amarelo";"ensino superior incompleto";"feminino"
770;"violencia domestica";770;"sexual";"tarde";"parque theo rios, 800";"ma";"alicia camargo";86;"nao-binario";"homossexual";"negro";"ensino fundamental completo";"feminino"
772;"assedio";772;"moral";"tarde";"quadra de da mata, 169";"ce";"alicia campos";12;"mulher transgenero";"homossexual";"branco";"ensino fundamental incompleto";"masculino"
774;"agressao";774;"patrimonial";"madrugada";"aeroporto jose pedro silva, 398";"rj";"camila monteiro";49;"homem cisgenero";"pansexual";"negro";"pos-graduacao";"masculino"
779;"outros";779;"psicologica";"tarde";"colonia de vieira, 492";"rn";"emanuella goncalves";29;"homem transgenero";"pansexual";"amarelo";"ensino superior incompleto";"feminino"
780;"agressao";780;"fisica";"madrugada";"largo de machado, 321";"rs";"maria julia macedo";55;"nao-binario";"heterossexual";"pardo";"ensino medio incompleto";"masculino"
784;"violencia domestica";784;"moral";"manha";"estrada guerra, 507";"go";"melissa cavalcante";55;"mulher transgenero";"pansexual";"indigena";"pos-graduacao";"masculino"
788;"violencia domestica";788;"psicologica";"madrugada";"fazenda castro, 875";"ro";"gabrielly sousa";55;"nao-binario";"bissexual";"branco";"pos-graduacao";"masculino"
789;"outros";789;"moral";"tarde";"lagoa miguel vasconcelos, 547";"rn";"ana beatriz moraes";55;"mulher transgenero";"assexual";"pardo";"ensino superior incompleto";"masculino"
792;"assedio";792;"psicologica";"manha";"feira de nogueira, 817";"sp";"luara cavalcanti";62;"homem cisgenero";"assexual";"negro";"ensino medio incompleto";"masculino"
793;"violencia domestica";793;"patrimonial";"noite";"travessa agatha sampaio, 10";"pb";"sara moreira";11;"homem transgenero";"heterossexual";"indigena";"ensino superior completo";"feminino"
795;"discriminacao";795;"fisica";"madrugada";"residencial de pires, 885";"am";"rebeca barbosa";66;"mulher cisgenero";"assexual";"amarelo";"ensino superior completo";"feminino"
797;"assedio";797;"psicologica";"noite";"lagoa da mota, 387";"ms";"maria eduarda da mata";33;"nao-binario";"homossexual";"indigena";"ensino superior completo";"masculino"
798;"assedio";798;"moral";"madrugada";"travessa de goncalves, 142";"mt";"melina vasconcelos";63;"mulher transgenero";"homossexual";"amarelo";"ensino superior completo";"masculino"
800;"assedio";800;"fisica";"manha";"travessa de borges, 442";"ac";"heloisa porto";12;"homem transgenero";"assexual";"indigena";"ensino medio completo";"feminino"
801;"outros";801;"patrimonial";"manha";"favela ana cecilia araujo, 508";"go";"jose miguel aragao";83;"homem cisgenero";"heterossexual";"amarelo";"ensino fundamental incompleto";"masculino"
804;"agressao";804;"psicologica";"tarde";"vereda de marques, 769";"am";"rodrigo camara";31;"mulher transgenero";"bissexual";"indigena";"ensino superior completo";"masculino"
805;"agressao";805;"patrimonial";"noite";"chacara de goncalves, 381";"es";"mirella da conceicao";36;"homem cisgenero";"assexual";"negro";"ensino medio incompleto";"masculino"
806;"discriminacao";806;"psicologica";"tarde";"rua de guerra, 403";"rj";"raul ribeiro";94;"nao-binario";"bissexual";"branco";"ensino medio incompleto";"feminino"
807;"outros";807;"moral";"madrugada";"estrada da conceicao, 805";"ro";"ana liz ramos";55;"homem cisgenero";"homossexual";"pardo";"ensino superior completo";"masculino"
809;"agressao";809;"sexual";"manha";"loteamento caldeira, 623";"sp";"antonella viana";77;"mulher transgenero";"bissexual";"pardo";"ensino fundamental incompleto";"masculino"
810;"violencia domestica";810;"fisica";"madrugada";"avenida de alves, 822";"rr";"maria eduarda peixoto";25;"homem transgenero";"bissexual";"indigena";"ensino medio incompleto";"feminino"
811;"agressao";811;"fisica";"tarde";"estacao de aparecida, 803";"to";"ravy da mata";69;"mulher cisgenero";"homossexual";"indigena";"ensino fundamental completo";"feminino"
814;"violencia domestica";814;"psicologica";"tarde";"colonia novaes, 931";"go";"eduardo fogaca";55;"nao-binario";"pansexual";"indigena";"pos-graduacao";"masculino"
815;"outros";815;"patrimonial";"tarde";"aeroporto garcia, 491";"pa";"ana sophia cavalcanti";57;"mulher transgenero";"bissexual";"amarelo";"ensino superior completo";"masculino"
816;"assedio";816;"psicologica";"noite";"vereda das neves, 257";"pa";"otavio guerra";31;"homem cisgenero";"assexual";"pardo";"ensino superior completo";"masculino"
817;"agressao";817;"fisica";"tarde";"vila ana novais, 269";"es";"joana leao";57;"mulher transgenero";"assexual";"indigena";"pos-graduacao";"masculino"
819;"agressao";819;"fisica";"tarde";"vila murilo gomes, 963";"mg";"aylla barros";55;"homem cisgenero";"assexual";"branco";"ensino superior incompleto";"masculino"
822;"violencia domestica";822;"patrimonial";"manha";"travessa eduarda borges, 906";"sc";"alana nogueira";75;"homem transgenero";"assexual";"amarelo";"ensino fundamental completo";"feminino"
824;"outros";824;"psicologica";"tarde";"largo de martins, 313";"rj";"jade borges";92;"homem cisgenero";"assexual";"indigena";"ensino medio incompleto";"masculino"
827;"agressao";827;"sexual";"tarde";"quadra gomes, 796";"ms";"raul moura";64;"homem cisgenero";"homossexual";"negro";"ensino superior incompleto";"masculino"
829;"outros";829;"fisica";"manha";"travessa emanuella pastor, 645";"go";"anna liz ramos";19;"mulher transgenero";"homossexual";"pardo";"pos-graduacao";"masculino"
832;"violencia domestica";832;"fisica";"manha";"quadra juan marques, 589";"am";"melissa ferreira";55;"mulher transgenero";"heterossexual";"pardo";"ensino medio incompleto";"masculino"
838;"outros";838;"patrimonial";"noite";"favela ester brito, 853";"es";"murilo das neves";55;"homem transgenero";"pansexual";"branco";"ensino superior incompleto";"feminino"
839;"violencia domestica";839;"sexual";"manha";"viaduto camara, 435";"pe";"antony pinto";55;"mulher transgenero";"heterossexual";"amarelo";"ensino superior completo";"masculino"
842;"violencia domestica";842;"psicologica";"tarde";"avenida heitor aragao, 545";"pe";"cecilia sa";23;"mulher cisgenero";"homossexual";"indigena";"ensino medio completo";"feminino"
844;"assedio";844;"moral";"madrugada";"nucleo de almeida, 666";"mt";"ana liz da cunha";84;"nao-binario";"heterossexual";"indigena";"ensino medio completo";"feminino"
847;"violencia domestica";847;"patrimonial";"tarde";"rua de albuquerque, 576";"ba";"luiz felipe duarte";55;"mulher transgenero";"pansexual";"amarelo";"ensino medio incompleto";"masculino"
848;"violencia domestica";848;"fisica";"tarde";"colonia lorena duarte, 762";"ba";"luiz gustavo jesus";91;"homem transgenero";"assexual";"negro";"ensino fundamental completo";"feminino"
849;"assedio";849;"psicologica";"madrugada";"esplanada da rocha, 368";"ap";"melina siqueira";79;"mulher cisgenero";"bissexual";"indigena";"ensino fundamental incompleto";"feminino"
852;"agressao";852;"sexual";"noite";"setor de da rosa, 770";"mt";"pedro henrique moura";59;"mulher cisgenero";"heterossexual";"branco";"ensino fundamental completo";"feminino"
853;"assedio";853;"moral";"noite";"condominio sales, 385";"am";"caio silva";78;"mulher cisgenero";"assexual";"amarelo";"ensino fundamental completo";"feminino"
856;"outros";856;"fisica";"manha";"trecho azevedo, 205";"ac";"eduarda barbosa";44;"mulher transgenero";"heterossexual";"branco";"ensino medio incompleto";"masculino"
858;"violencia domestica";858;"fisica";"noite";"fazenda de vargas, 498";"ba";"raquel sampaio";34;"homem transgenero";"homossexual";"indigena";"ensino fundamental incompleto";"feminino"
861;"agressao";861;"sexual";"tarde";"patio ravy gomes, 18";"ms";"larissa correia";14;"mulher transgenero";"pansexual";"pardo";"pos-graduacao";"masculino"
864;"discriminacao";864;"sexual";"manha";"passarela de rezende, 703";"sp";"sara araujo";10;"mulher cisgenero";"pansexual";"negro";"ensino medio completo";"feminino"
865;"assedio";865;"patrimonial";"madrugada";"condominio de aparecida, 503";"am";"danilo viana";68;"homem transgenero";"bissexual";"branco";"ensino medio incompleto";"feminino"
868;"violencia domestica";868;"psicologica";"tarde";"via de viana, 49";"go";"luan lima";19;"homem cisgenero";"pansexual";"pardo";"ensino medio completo";"masculino"
869;"discriminacao";869;"sexual";"tarde";"viela nunes, 616";"ma";"elisa barros";55;"mulher cisgenero";"heterossexual";"amarelo";"ensino fundamental incompleto";"feminino"
870;"agressao";870;"psicologica";"madrugada";"viaduto macedo, 629";"al";"mariane aragao";33;"mulher cisgenero";"homossexual";"branco";"ensino fundamental completo";"feminino"
874;"outros";874;"moral";"tarde";"praca da rosa, 809";"rn";"mirella melo";88;"mulher cisgenero";"heterossexual";"indigena";"ensino superior incompleto";"feminino"
875;"outros";875;"moral";"noite";"vereda de nascimento, 796";"rr";"maria fernanda lima";55;"nao-binario";"heterossexual";"indigena";"ensino fundamental completo";"masculino"
877;"violencia domestica";877;"fisica";"noite";"campo de da cunha, 955";"am";"davi sales";55;"homem cisgenero";"pansexual";"pardo";"ensino fundamental incompleto";"masculino"
882;"outros";882;"patrimonial";"tarde";"estacao gustavo henrique macedo, 482";"ro";"theo pires";68;"mulher cisgenero";"assexual";"negro";"ensino medio incompleto";"feminino"
885;"assedio";885;"psicologica";"tarde";"distrito farias, 533";"al";"leandro carvalho";15;"homem transgenero";"bissexual";"negro";"ensino superior completo";"feminino"
888;"discriminacao";888;"fisica";"noite";"rodovia da rocha, 494";"sp";"maya azevedo";87;"mulher cisgenero";"homossexual";"branco";"ensino medio completo";"feminino"
890;"outros";890;"psicologica";"tarde";"patio costa, 406";"pb";"valentina fernandes";55;"homem cisgenero";"homossexual";"pardo";"ensino superior incompleto";"masculino"
891;"outros";891;"sexual";"noite";"trecho cecilia carvalho, 996";"go";"jade farias";55;"homem transgenero";"bissexual";"amarelo";"ensino fundamental completo";"feminino"
892;"outros";892;"fisica";"noite";"nucleo barros, 610";"pi";"bernardo souza";37;"nao-binario";"homossexual";"negro";"ensino superior incompleto";"masculino"
894;"outros";894;"patrimonial";"tarde";"vale milena da cunha, 786";"mt";"cecilia gomes";12;"nao-binario";"assexual";"pardo";"ensino medio incompleto";"feminino"
896;"assedio";896;"moral";"madrugada";"praia lopes, 806";"am";"agatha da conceicao";55;"homem cisgenero";"pansexual";"indigena";"ensino medio completo";"masculino"
897;"assedio";897;"sexual";"tarde";"avenida pereira, 108";"al";"emanuella ferreira";55;"nao-binario";"heterossexual";"pardo";"ensino fundamental completo";"feminino"
898;"discriminacao";898;"psicologica";"noite";"campo viana, 34";"pe";"davi luiz andrade";55;"mulher transgenero";"homossexual";"amarelo";"pos-graduacao";"masculino"
901;"violencia domestica";901;"psicologica";"noite";"condominio isabella sampaio, 710";"ro";"diego leao";92;"homem transgenero";"assexual";"amarelo";"ensino medio incompleto";"feminino"
902;"agressao";902;"fisica";"madrugada";"vereda de jesus, 20";"sc";"agatha barbosa";55;"nao-binario";"heterossexual";"branco";"ensino fundamental incompleto";"masculino"
905;"violencia domestica";905;"patrimonial";"manha";"vila de da mata, 901";"se";"mariah moreira";17;"mulher cisgenero";"assexual";"branco";"ensino fundamental completo";"feminino"
909;"assedio";909;"psicologica";"madrugada";"parque agatha garcia, 129";"ba";"maria cecilia albuquerque";55;"mulher transgenero";"bissexual";"indigena";"ensino fundamental incompleto";"masculino"
910;"violencia domestica";910;"psicologica";"madrugada";"trecho vitor siqueira, 928";"mt";"marcos vinicius machado";37;"homem cisgenero";"pansexual";"negro";"ensino fundamental incompleto";"masculino"
912;"assedio";912;"patrimonial";"noite";"loteamento moreira, 163";"rj";"lucas abreu";44;"homem cisgenero";"homossexual";"pardo";"ensino superior completo";"masculino"
915;"violencia domestica";915;"sexual";"noite";"viaduto vasconcelos, 942";"pa";"isabel ferreira";47;"homem transgenero";"assexual";"branco";"ensino superior completo";"feminino"
916;"agressao";916;"moral";"manha";"alameda de azevedo, 295";"am";"bryan monteiro";55;"mulher cisgenero";"heterossexual";"negro";"ensino fundamental completo";"feminino"
918;"assedio";918;"sexual";"manha";"trecho rodrigues, 9";"rr";"otto cassiano";55;"homem transgenero";"homossexual";"indigena";"ensino fundamental completo";"feminino"
921;"violencia domestica";921;"psicologica";"noite";"colonia de da luz, 983";"pr";"emanuel da rocha";55;"mulher transgenero";"assexual";"indigena";"ensino superior incompleto";"masculino"
922;"assedio";922;"fisica";"manha";"lago andrade, 661";"rs";"pedro lucas teixeira";55;"mulher cisgenero";"bissexual";"pardo";"ensino superior incompleto";"feminino"
923;"violencia domestica";923;"fisica";"manha";"estrada de peixoto, 399";"am";"vinicius rocha";36;"homem cisgenero";"pansexual";"pardo";"ensino medio incompleto";"masculino"
926;"assedio";926;"sexual";"manha";"alameda de mendes, 321";"rn";"joao vitor dias";90;"nao-binario";"pansexual";"amarelo";"ensino fundamental incompleto";"feminino"
928;"discriminacao";928;"moral";"tarde";"setor luan ribeiro, 9";"mg";"maite viana";11;"homem cisgenero";"bissexual";"amarelo";"ensino superior completo";"masculino"
929;"violencia domestica";929;"patrimonial";"tarde";"trecho de vargas, 540";"ma";"manuela macedo";40;"homem cisgenero";"pansexual";"amarelo";"pos-graduacao";"masculino"
930;"assedio";930;"fisica";"tarde";"favela luiza montenegro, 66";"ap";"ana monteiro";100;"mulher transgenero";"homossexual";"pardo";"ensino superior incompleto";"masculino"
932;"outros";932;"psicologica";"manha";"quadra hadassa montenegro, 702";"sc";"luiz felipe cavalcante";77;"nao-binario";"homossexual";"branco";"ensino superior completo";"feminino"
933;"assedio";933;"psicologica";"manha";"quadra maysa mendonca, 478";"pi";"erick camara";55;"mulher transgenero";"heterossexual";"branco";"ensino fundamental incompleto";"masculino"
938;"discriminacao";938;"sexual";"madrugada";"distrito pietra farias, 252";"am";"maria flor casa grande";55;"mulher transgenero";"assexual";"branco";"ensino medio completo";"masculino"
939;"discriminacao";939;"patrimonial";"madrugada";"campo de ribeiro, 734";"mt";"anthony aragao";15;"mulher transgenero";"pansexual";"amarelo";"ensino medio completo";"masculino"
940;"violencia domestica";940;"fisica";"manha";"viela manuella vargas, 97";"go";"allana viana";55;"mulher cisgenero";"homossexual";"amarelo";"ensino fundamental incompleto";"feminino"
941;"assedio";941;"sexual";"madrugada";"aeroporto anna liz jesus, 433";"go";"mariane freitas";55;"nao-binario";"pansexual";"branco";"ensino fundamental incompleto";"masculino"
944;"agressao";944;"sexual";"tarde";"area ravi azevedo, 628";"to";"ana liz porto";38;"mulher transgenero";"pansexual";"indigena";"pos-graduacao";"masculino"
952;"agressao";952;"sexual";"noite";"nucleo davi lucca camargo, 236";"rn";"calebe fogaca";55;"homem transgenero";"heterossexual";"pardo";"ensino medio completo";"feminino"
953;"discriminacao";953;"patrimonial";"manha";"campo maite borges, 370";"mt";"allana da cruz";30;"mulher cisgenero";"bissexual";"pardo";"pos-graduacao";"feminino"
956;"violencia domestica";956;"moral";"manha";"residencial vargas, 695";"to";"lais andrade";55;"mulher transgenero";"assexual";"indigena";"ensino medio incompleto";"masculino"
957;"agressao";957;"fisica";"noite";"vale bryan silveira, 704";"ms";"valentina nogueira";76;"homem transgenero";"heterossexual";"pardo";"ensino fundamental completo";"feminino"
958;"assedio";958;"psicologica";"manha";"rua lara moreira, 340";"ms";"lais martins";55;"mulher cisgenero";"homossexual";"branco";"ensino superior incompleto";"feminino"
959;"assedio";959;"sexual";"noite";"campo de da rocha, 660";"pr";"maria vitoria sa";65;"mulher cisgenero";"heterossexual";"branco";"ensino fundamental completo";"feminino"
961;"outros";961;"psicologica";"tarde";"setor dias, 890";"pb";"marcos vinicius novaes";55;"nao-binario";"assexual";"branco";"ensino fundamental incompleto";"masculino"
964;"outros";964;"fisica";"noite";"vereda de pires, 179";"rs";"melissa sales";10;"homem transgenero";"pansexual";"branco";"ensino fundamental completo";"feminino"
965;"assedio";965;"psicologica";"noite";"largo de santos, 261";"es";"arthur viana";55;"mulher cisgenero";"assexual";"branco";"ensino medio completo";"feminino"
967;"outros";967;"psicologica";"tarde";"travessa camargo, 159";"rr";"anna liz cavalcanti";91;"mulher cisgenero";"bissexual";"indigena";"ensino medio incompleto";"feminino"
968;"discriminacao";968;"sexual";"manha";"chacara novais, 364";"rr";"maria clara goncalves";55;"homem cisgenero";"heterossexual";"pardo";"pos-graduacao";"masculino"
970;"discriminacao";970;"fisica";"manha";"condominio giovanna viana, 794";"ma";"kaique peixoto";55;"homem cisgenero";"pansexual";"pardo";"ensino superior incompleto";"masculino"
971;"discriminacao";971;"sexual";"madrugada";"trevo luiz gustavo castro, 211";"ce";"joao araujo";55;"homem cisgenero";"heterossexual";"amarelo";"ensino superior completo";"masculino"
973;"assedio";973;"psicologica";"madrugada";"condominio joao lucas pastor, 565";"rn";"zoe leao";67;"homem transgenero";"heterossexual";"negro";"ensino medio completo";"feminino"
980;"agressao";980;"psicologica";"noite";"trecho de novaes, 1";"go";"sabrina costela";10;"nao-binario";"bissexual";"branco";"ensino superior incompleto";"feminino"
983;"discriminacao";983;"psicologica";"noite";"favela ramos, 781";"ro";"ana castro";78;"mulher transgenero";"assexual";"indigena";"ensino medio incompleto";"masculino"
984;"agressao";984;"fisica";"noite";"estacao caio costela, 584";"mt";"ana clara correia";22;"homem transgenero";"assexual";"pardo";"ensino medio incompleto";"feminino"
985;"outros";985;"psicologica";"tarde";"lago thiago albuquerque, 985";"am";"ana livia araujo";79;"homem cisgenero";"bissexual";"branco";"ensino superior incompleto";"masculino"
989;"violencia domestica";989;"psicologica";"noite";"rua de andrade, 954";"pe";"sophia macedo";17;"homem transgenero";"pansexual";"amarelo";"ensino superior incompleto";"feminino"
991;"discriminacao";991;"moral";"manha";"ladeira luara campos, 388";"pr";"thales rodrigues";95;"nao-binario";"bissexual";"indigena";"ensino medio incompleto";"masculino"
992;"assedio";992;"sexual";"tarde";"colonia da mata, 687";"ac";"caio lima";43;"mulher cisgenero";"heterossexual";"negro";"pos-graduacao";"feminino"
993;"outros";993;"moral";"manha";"nucleo anna liz da rosa, 821";"pe";"sophie caldeira";74;"mulher cisgenero";"assexual";"pardo";"ensino medio incompleto";"feminino"
995;"outros";995;"sexual";"madrugada";"lago costela, 309";"sp";"rafael garcia";55;"homem transgenero";"homossexual";"negro";"ensino medio completo";"feminino"
997;"outros";997;"patrimonial";"manha";"fazenda joana abreu, 300";"ac";"mathias camargo";55;"mulher transgenero";"pansexual";"branco";"pos-graduacao";"masculino"
999;"outros";999;"patrimonial";"manha";"alameda lucas ramos, 605";"ba";"lara alves";45;"homem transgenero";"homossexual";"pardo";"ensino medio incompleto";"feminino"
1000;"agressao";1000;"fisica";"manha";"passarela moreira, 168";"mt";"caroline cunha";93;"mulher cisgenero";"assexual";"amarelo";"ensino fundamental completo";"feminino"
13;"violencia domestica";13;"psicologica";"manha";"esplanada de monteiro, 967";"ba";"agatha mendes";28;"homem cisgenero";"heterossexual";"indigena";"ensino medio incompleto";"masculino"
15;"violencia domestica";15;"sexual";"madrugada";"condominio yan sampaio, 25";"pr";"gabrielly azevedo";53;"mulher transgenero";"assexual";"negro";"pos-graduacao";"masculino"
18;"violencia domestica";18;"psicologica";"noite";"esplanada de mendes, 276";"rj";"marcela aragao";41;"homem cisgenero";"assexual";"amarelo";"ensino superior completo";"masculino"
21;"violencia domestica";21;"fisica";"manha";"praca melo, 442";"al";"danilo azevedo";55;"nao-binario";"pansexual";"negro";"ensino superior completo";"masculino"
23;"violencia domestica";23;"moral";"tarde";"lagoa de pires, 14";"es";"ravy mendes";55;"nao-binario";"homossexual";"amarelo";"pos-graduacao";"masculino"
29;"violencia domestica";29;"moral";"tarde";"quadra de jesus, 281";"rj";"julia caldeira";46;"nao-binario";"homossexual";"negro";"ensino superior completo";"feminino"
33;"violencia domestica";33;"sexual";"tarde";"quadra de ramos, 413";"rj";"camila macedo";55;"homem cisgenero";"heterossexual";"negro";"ensino superior incompleto";"masculino"
39;"violencia domestica";39;"moral";"manha";"via lavinia marques, 151";"df";"clarice da rocha";64;"mulher transgenero";"homossexual";"negro";"ensino medio incompleto";"masculino"
43;"violencia domestica";43;"patrimonial";"manha";"fazenda de ribeiro, 23";"es";"igor nascimento";34;"mulher transgenero";"homossexual";"amarelo";"ensino medio completo";"masculino"
52;"violencia domestica";52;"fisica";"noite";"fazenda abreu, 898";"ce";"luara mendonca";48;"nao-binario";"pansexual";"branco";"ensino fundamental completo";"masculino"
55;"violencia domestica";55;"psicologica";"noite";"residencial silva, 964";"ce";"maria helena costa";55;"mulher transgenero";"bissexual";"indigena";"ensino superior completo";"masculino"
60;"violencia domestica";60;"patrimonial";"tarde";"area thales nogueira, 627";"ms";"anna liz da luz";79;"nao-binario";"assexual";"amarelo";"ensino medio completo";"feminino"
65;"violencia domestica";65;"moral";"manha";"vale de aragao, 388";"pb";"ravi sousa";62;"mulher cisgenero";"homossexual";"amarelo";"ensino medio incompleto";"feminino"
66;"violencia domestica";66;"fisica";"madrugada";"vale clara casa grande, 834";"ba";"maria luisa vasconcelos";18;"mulher cisgenero";"assexual";"amarelo";"ensino medio completo";"feminino"
72;"violencia domestica";72;"sexual";"madrugada";"condominio melina da rosa, 389";"rn";"renan carvalho";35;"mulher cisgenero";"assexual";"negro";"ensino fundamental completo";"feminino"
75;"violencia domestica";75;"fisica";"manha";"favela theo da luz, 5";"ce";"andre campos";58;"homem cisgenero";"homossexual";"amarelo";"ensino medio completo";"masculino"
81;"violencia domestica";81;"patrimonial";"tarde";"condominio ramos, 333";"sc";"ana luiza casa grande";55;"mulher cisgenero";"pansexual";"branco";"ensino medio incompleto";"feminino"
93;"violencia domestica";93;"psicologica";"noite";"travessa de cassiano, 749";"ce";"diogo goncalves";16;"nao-binario";"assexual";"pardo";"ensino medio completo";"feminino"
103;"violencia domestica";103;"psicologica";"tarde";"loteamento cardoso, 310";"ac";"luiz fernando casa grande";94;"homem cisgenero";"pansexual";"pardo";"ensino fundamental incompleto";"masculino"
104;"violencia domestica";104;"moral";"noite";"vereda fonseca, 393";"ce";"pedro henrique borges";98;"nao-binario";"assexual";"amarelo";"ensino superior completo";"masculino"
107;"violencia domestica";107;"sexual";"manha";"viaduto julia rodrigues, 191";"go";"ana julia duarte";55;"nao-binario";"pansexual";"pardo";"ensino fundamental completo";"feminino"
116;"violencia domestica";116;"moral";"madrugada";"lagoa julia brito, 792";"ba";"maya pires";30;"mulher transgenero";"heterossexual";"pardo";"pos-graduacao";"masculino"
117;"violencia domestica";117;"psicologica";"madrugada";"setor valentina vieira, 351";"mt";"paulo mendonca";86;"homem transgenero";"heterossexual";"pardo";"ensino medio incompleto";"feminino"
129;"violencia domestica";129;"psicologica";"madrugada";"viaduto lorenzo vasconcelos, 899";"es";"joao lucas mendes";55;"mulher transgenero";"heterossexual";"branco";"ensino medio completo";"masculino"
134;"violencia domestica";134;"psicologica";"tarde";"ladeira de alves, 414";"sc";"joao vitor andrade";55;"mulher cisgenero";"bissexual";"negro";"ensino fundamental incompleto";"feminino"
135;"violencia domestica";135;"sexual";"madrugada";"rua camara, 558";"ro";"vinicius lopes";30;"homem cisgenero";"heterossexual";"indigena";"ensino superior incompleto";"masculino"
138;"violencia domestica";138;"patrimonial";"noite";"estacao de gomes, 397";"ms";"jade araujo";55;"mulher cisgenero";"homossexual";"branco";"ensino fundamental completo";"feminino"
139;"violencia domestica";139;"sexual";"manha";"praca de siqueira, 863";"pe";"diogo da cunha";12;"homem cisgenero";"bissexual";"branco";"pos-graduacao";"masculino"
149;"violencia domestica";149;"psicologica";"madrugada";"feira de oliveira, 937";"ms";"isadora alves";28;"mulher cisgenero";"homossexual";"branco";"ensino fundamental incompleto";"feminino"
151;"violencia domestica";151;"psicologica";"noite";"campo melo, 455";"pi";"bruno nascimento";19;"nao-binario";"heterossexual";"indigena";"pos-graduacao";"feminino"
158;"violencia domestica";158;"psicologica";"manha";"estacao monteiro, 799";"am";"isadora ramos";64;"nao-binario";"bissexual";"pardo";"ensino medio incompleto";"feminino"
163;"violencia domestica";163;"fisica";"tarde";"trecho silva, 183";"pb";"maria luisa nascimento";70;"mulher cisgenero";"heterossexual";"pardo";"ensino superior incompleto";"feminino"
176;"violencia domestica";176;"psicologica";"manha";"estrada brayan moreira, 542";"pi";"caio sales";14;"mulher transgenero";"heterossexual";"indigena";"ensino medio incompleto";"masculino"
178;"violencia domestica";178;"fisica";"noite";"rua de melo, 220";"pr";"kamilly da conceicao";86;"mulher transgenero";"assexual";"branco";"ensino medio incompleto";"masculino"
182;"violencia domestica";182;"fisica";"madrugada";"vale nicolas sousa, 71";"sc";"maria eduarda campos";84;"homem transgenero";"homossexual";"indigena";"ensino fundamental completo";"feminino"
