id_denuncia;tipo_de_denuncia;id_violencia;tipo_violencia;periodo_dia;endereco;estado;nome;idade;identidade_de_genero;orientacao_sexual;etnia;escolaridade;genero_biologico
372;Violencia Domestica;372;Psicologica;Noite;Esplanada Felipe Novais, 462;XX;Sr. Davi Lucas Cavalcanti;25;Mulher Transgenero;Heterossexual;Amarelo;Ensino Superior Completo;Feminino
373;Agressao;373;Psicologica;Madrugada;Morro Melissa Fernandes, 664;RS;Ágatha Novais;8;Homem Transgenero;Assexual;Pardo;Ensino Superior Incompleto;Feminino
374;Agressao;374;Patrimonial;Madrugada;Parque Ribeiro, 70;XX;Srta. Júlia da Luz;62;Mulher Transgenero;Bissexual;Indigena;Pos-graduacao;Feminino
375;Invalido;375;Psicologica;Noite;Chácara das Neves, 950;PE;Elisa da Cunha;38;Homem Cisgenero;Homossexual;Indigena;Ensino Medio Completo;Masculino
376;Invalido;376;Psicologica;Tarde;Viaduto de da Mata, 554;RR;Lucas da Paz;63;Mulher Transgenero;Assexual;Indigena;Pos-graduacao;Feminino
377;Violencia Domestica;377;Fisica;Madrugada;Rodovia de Rezende, 888;MG;Daniel Cunha;nan;Nao-Binario;Bissexual;Amarelo;Ensino Fundamental Completo;Masculino
378;Agressao;378;Moral;Madrugada;Ladeira Brayan Lopes, 827;ES;Maria Sophia Moreira;142;Homem Transgenero;Assexual;Amarelo;Ensino Medio Completo;Masculino
379;Discriminacao;379;Fisica;Madrugada;Travessa Yago Oliveira, 193;XX;Sra. Zoe Ribeiro;30;Homem Transgenero;Pansexual;Indigena;Ensino Medio Incompleto;Masculino
380;;380;Psicologica;Madrugada;;;;75;;;;;
381;Assedio;381;Sexual;Noite;Lagoa de Fernandes, 289;XX;Enzo Gabriel Farias;14;Homem Cisgenero;Assexual;Indigena;Ensino Superior Incompleto;Masculino
382;Discriminacao;382;Psicologica;Manha;Praça Camargo, 752;DF;Dr. Benício Oliveira;57;Homem Cisgenero;Assexual;Branco;Ensino Medio Incompleto;Masculino
383;Invalido;383;Fisica;Madrugada;Estação Câmara, 361;GO;Benício Rodrigues;97;Homem Transgenero;Bissexual;Branco;Ensino Superior Completo;Masculino
384;Violencia Domestica;384;Fisica;Manha;Aeroporto Brayan Azevedo, 449;AM;Dr. Ian Correia;97;Homem Cisgenero;Homossexual;Amarelo;Ensino Superior Incompleto;Feminino
385;Discriminacao;385;Patrimonial;Noite;Estrada Beatriz Castro, 187;XX;Luiz Henrique Cirino;42;Nao-Binario;Bissexual;Branco;Ensino Superior Incompleto;Masculino
386;Discriminacao;386;Fisica;Manha;Travessa Renan Nunes, 479;XX;Nina Albuquerque;90;Homem Cisgenero;Pansexual;Indigena;Ensino Superior Completo;Masculino
387;Discriminacao;387;Patrimonial;Manha;Condomínio Laura da Rosa, 561;DF;Henrique Rios;80;Mulher Cisgenero;Homossexual;Negro;Ensino Superior Completo;Masculino
388;Discriminacao;388;Sexual;Madrugada;Sítio de Dias, 343;SC;João Guilherme da Rosa;10;Nao-Binario;Pansexual;Amarelo;Ensino Superior Incompleto;Feminino
389;;389;Patrimonial;Noite;;;;80;;;;;
390;Discriminacao;390;Sexual;Noite;Jardim Maria Laura da Cruz, 555;XX;Ana Laura Almeida;55;Mulher Transgenero;Homossexual;Negro;Ensino Medio Completo;Masculino
391;Violencia Domestica;391;Sexual;Noite;Rodovia Mathias Macedo, 584;BA;Sr. Augusto da Conceição;nan;Mulher Transgenero;Homossexual;Amarelo;Ensino Fundamental Incompleto;Feminino
392;Outros;392;Fisica;Manha;Passarela Cirino, 919;PI;Pedro Henrique Pinto;174;Homem Transgenero;Homossexual;Indigena;Ensino Superior Completo;Masculino
393;Invalido;393;Sexual;Madrugada;Rua da Cruz, 907;PA;Dr. Rael Ramos;51;Nao-Binario;Homossexual;Negro;Ensino Superior Completo;Masculino
394;Violencia Domestica;394;Sexual;Tarde;Área Diogo Sousa, 518;BA;Arthur Gabriel Pereira;90;Nao-Binario;Homossexual;Branco;Pos-graduacao;Masculino
395;Invalido;395;Sexual;Tarde;Recanto Maria Luiza Andrade, 467;GO;Cecília Câmara;3;Mulher Cisgenero;Homossexual;Amarelo;Pos-graduacao;Feminino
396;Invalido;396;Sexual;Madrugada;Trecho de da Rosa, 843;AM;Juliana Sales;8;Mulher Transgenero;Heterossexual;Negro;Pos-graduacao;Feminino
397;Agressao;397;Patrimonial;Madrugada;Setor de Moraes, 737;XX;Carlos Eduardo Campos;109;Homem Transgenero;Heterossexual;Amarelo;Ensino Fundamental Completo;Masculino
398;Assedio;398;Sexual;Noite;Trevo de Silveira, 42;PA;Melina Oliveira;10;Homem Cisgenero;Heterossexual;Pardo;Ensino Superior Completo;Feminino
399;Invalido;399;Patrimonial;Madrugada;Jardim Larissa Alves, 197;MG;Vicente Farias;79;Mulher Transgenero;Assexual;Indigena;Ensino Fundamental Completo;Masculino
400;Assedio;400;Sexual;Noite;Fazenda Olivia Cavalcante, 181;RR;Bernardo Almeida;81;Mulher Cisgenero;Heterossexual;Negro;Ensino Superior Completo;Masculino
401;Assedio;401;Moral;Madrugada;Rua Henry Guerra, 711;XX;Cecília Vieira;0;Homem Cisgenero;Assexual;Indigena;Ensino Superior Completo;Masculino
402;Outros;402;Sexual;Tarde;Ladeira Guerra, 844;PE;Mirella da Costa;13;Homem Cisgenero;Heterossexual;Pardo;Ensino Medio Completo;Masculino
403;Violencia Domestica;403;Patrimonial;Noite;Avenida Maria Flor Camargo, 1000;PB;Breno Dias;27;Homem Cisgenero;Heterossexual;Amarelo;Ensino Superior Incompleto;Feminino
404;Invalido;404;Patrimonial;Madrugada;Campo das Neves, 932;MS;Rodrigo Pires;98;Homem Transgenero;Homossexual;Negro;Ensino Medio Incompleto;Masculino
405;;405;Moral;Tarde;;;;20;;;;;
406;Outros;406;Sexual;Manha;Trevo Rios, 84;PI;Vitor Cardoso;58;Mulher Transgenero;Pansexual;Indigena;Ensino Superior Completo;Masculino
407;Invalido;407;Fisica;Tarde;Morro Josué Rezende, 544;RJ;Ayla Rodrigues;53;Mulher Cisgenero;Heterossexual;Negro;Ensino Superior Completo;Feminino
408;;408;Patrimonial;Tarde;;;;47;;;;;
409;Invalido;409;Patrimonial;Madrugada;Quadra Gomes, 676;AM;Bryan Almeida;29;Homem Cisgenero;Bissexual;Pardo;Ensino Fundamental Completo;Feminino
410;;410;Psicologica;Noite;;;;20;;;;;
411;Agressao;411;Sexual;Noite;Passarela de Abreu, 390;XX;Maria Fernanda Cunha;61;Mulher Cisgenero;Homossexual;Branco;Ensino Medio Completo;Feminino
412;;412;Psicologica;Manha;;;;98;;;;;
413;Violencia Domestica;413;Moral;Madrugada;Trevo de da Luz, 487;RJ;Dra. Zoe Rocha;37;Nao-Binario;Homossexual;Negro;Ensino Superior Incompleto;Masculino
414;Violencia Domestica;414;Sexual;Manha;Pátio de da Mota, 734;BA;Gustavo Henrique Brito;123;Mulher Cisgenero;Heterossexual;Pardo;Ensino Superior Completo;Masculino
415;;415;Sexual;Tarde;;;;96;;;;;
416;;416;Sexual;Manha;;;;40;;;;;
417;Invalido;417;Patrimonial;Tarde;Morro Matheus Lima, 976;AC;Vitor Gabriel Câmara;82;Mulher Transgenero;Heterossexual;Negro;Ensino Medio Completo;Masculino
418;Violencia Domestica;418;Moral;Manha;Núcleo de Cassiano, 504;MA;Fernando Dias;nan;Mulher Transgenero;Pansexual;Pardo;Ensino Superior Incompleto;Masculino
419;Invalido;419;Fisica;Manha;Vereda Maria Laura Pastor, 686;AC;Lavínia Lopes;0;Nao-Binario;Homossexual;Negro;Ensino Superior Incompleto;Masculino
420;Discriminacao;420;Fisica;Manha;Conjunto Camargo, 242;RO;Maria Flor Fogaça;20;Homem Transgenero;Heterossexual;Indigena;Pos-graduacao;Masculino
421;Outros;421;Patrimonial;Tarde;Ladeira de das Neves, 352;PI;Arthur Pinto;29;Homem Transgenero;Bissexual;Pardo;Ensino Medio Completo;Feminino
422;Invalido;422;Patrimonial;Tarde;Área Maria Júlia Rezende, 304;RJ;Dra. Maria Clara Ribeiro;35;Homem Cisgenero;Bissexual;Branco;Ensino Fundamental Completo;Feminino
423;Violencia Domestica;423;Psicologica;Noite;Colônia Martins, 494;AL;Cauê Nogueira;nan;Mulher Transgenero;Homossexual;Amarelo;Ensino Superior Completo;Feminino
424;Discriminacao;424;Moral;Tarde;Distrito Teixeira, 780;BA;Bento Oliveira;35;Nao-Binario;Assexual;Amarelo;Ensino Superior Completo;Feminino
425;Discriminacao;425;Sexual;Manha;Estrada de Novais, 770;DF;Isaque Vasconcelos;nan;Homem Transgenero;Heterossexual;Amarelo;Ensino Fundamental Completo;Feminino
426;;426;Moral;Tarde;;;;50;;;;;
427;Discriminacao;427;Moral;Manha;Alameda Alana Ribeiro, 216;XX;Benjamim Caldeira;75;Homem Transgenero;Assexual;Branco;Pos-graduacao;Feminino
428;;428;Moral;Manha;;;;64;;;;;
429;Discriminacao;429;Fisica;Noite;Vereda Ferreira, 777;XX;Rhavi Duarte;75;Mulher Transgenero;Homossexual;Branco;Ensino Superior Completo;Feminino
430;;430;Moral;Manha;;;;62;;;;;
431;Invalido;431;Patrimonial;Noite;Núcleo Guerra, 386;MS;Brenda Sá;8;Nao-Binario;Bissexual;Indigena;Ensino Fundamental Incompleto;Feminino
432;Agressao;432;Moral;Manha;Núcleo Lavínia Fonseca, 460;XX;Ryan Novais;63;Mulher Cisgenero;Pansexual;Indigena;Ensino Fundamental Completo;Feminino
433;;433;Patrimonial;Noite;;;;41;;;;;
434;Invalido;434;Patrimonial;Tarde;Lago Pietra Mendonça, 361;PA;Lívia Oliveira;82;Homem Transgenero;Assexual;Amarelo;Ensino Fundamental Completo;Feminino
435;Invalido;435;Psicologica;Madrugada;Morro João Miguel Jesus, 499;BA;Enrico Pinto;16;Homem Cisgenero;Homossexual;Branco;Ensino Medio Incompleto;Feminino
436;Outros;436;Fisica;Tarde;Vale Rios, 704;XX;Pedro Miguel Jesus;48;Mulher Cisgenero;Heterossexual;Branco;Ensino Medio Incompleto;Feminino
437;Outros;437;Moral;Madrugada;Morro de Novais, 168;RN;Juliana Alves;156;Mulher Transgenero;Heterossexual;Negro;Ensino Fundamental Incompleto;Masculino
438;;438;Psicologica;Noite;;;;22;;;;;
439;Assedio;439;Sexual;Manha;Setor de Vasconcelos, 29;MS;Marcelo Almeida;nan;Mulher Cisgenero;Homossexual;Branco;Ensino Fundamental Completo;Masculino
440;Violencia Domestica;440;Moral;Tarde;Lago Vicente Vieira, 53;XX;Yuri Cirino;94;Homem Transgenero;Heterossexual;Branco;Ensino Fundamental Completo;Masculino
441;;441;Psicologica;Manha;;;;52;;;;;
442;Agressao;442;Patrimonial;Noite;Residencial da Mata, 558;XX;Ravy Carvalho;21;Nao-Binario;Bissexual;Pardo;Ensino Medio Completo;Masculino
443;Agressao;443;Patrimonial;Madrugada;Setor Isabela Caldeira, 381;XX;Dr. Eduardo Nascimento;39;Homem Transgenero;Pansexual;Pardo;Pos-graduacao;Feminino
444;;444;Sexual;Tarde;;;;29;;;;;
445;Invalido;445;Fisica;Manha;Rodovia de Pimenta, 45;MS;Rafaela Rodrigues;65;Nao-Binario;Homossexual;Pardo;Ensino Medio Completo;Masculino
446;Invalido;446;Sexual;Madrugada;Aeroporto de Montenegro, 637;RS;Cecília da Costa;82;Homem Cisgenero;Assexual;Indigena;Ensino Superior Completo;Masculino
447;Assedio;447;Sexual;Madrugada;Jardim Marcela Casa Grande, 828;PR;Matteo Pastor;162;Mulher Transgenero;Bissexual;Pardo;Ensino Medio Incompleto;Feminino
448;Discriminacao;448;Fisica;Madrugada;Vereda das Neves, 617;XX;Dra. Aurora Monteiro;6;Nao-Binario;Bissexual;Indigena;Ensino Medio Completo;Masculino
449;Assedio;449;Patrimonial;Tarde;Morro de Moraes, 454;AM;Dr. Yago Farias;66;Mulher Cisgenero;Pansexual;Amarelo;Ensino Superior Incompleto;Masculino
450;;450;Sexual;Tarde;;;;35;;;;;
451;Assedio;451;Patrimonial;Manha;Chácara das Neves, 530;SP;Henry Pereira;0;Mulher Transgenero;Bissexual;Pardo;Ensino Superior Incompleto;Masculino
452;Invalido;452;Moral;Manha;Estrada Lopes, 440;MA;Sr. Theodoro Camargo;62;Mulher Cisgenero;Bissexual;Pardo;Ensino Fundamental Incompleto;Feminino
453;Invalido;453;Fisica;Madrugada;Pátio Almeida, 435;AC;João Lucas Campos;58;Homem Cisgenero;Heterossexual;Amarelo;Ensino Fundamental Completo;Masculino
454;Assedio;454;Fisica;Manha;Loteamento de Novaes, 253;XX;Srta. Fernanda Marques;20;Nao-Binario;Bissexual;Branco;Ensino Superior Completo;Feminino
455;Assedio;455;Psicologica;Tarde;Setor Sá, 238;MG;João Gabriel da Paz;96;Nao-Binario;Heterossexual;Negro;Pos-graduacao;Feminino
456;Assedio;456;Patrimonial;Manha;Vale Gonçalves, 677;PI;Kamilly Rezende;65;Mulher Transgenero;Heterossexual;Amarelo;Ensino Fundamental Incompleto;Masculino
457;Violencia Domestica;457;Fisica;Tarde;Rua de Sá, 464;XX;Olivia Novaes;52;Nao-Binario;Homossexual;Indigena;Ensino Medio Incompleto;Masculino
458;Discriminacao;458;Moral;Manha;Praça Davi Lucas Garcia, 598;RR;Sr. Rafael Monteiro;nan;Homem Transgenero;Bissexual;Amarelo;Ensino Fundamental Completo;Masculino
459;Assedio;459;Moral;Tarde;Quadra Ramos, 955;MT;Lorena Silva;149;Homem Cisgenero;Assexual;Amarelo;Ensino Superior Incompleto;Masculino
460;Violencia Domestica;460;Psicologica;Manha;Praia Maysa Aragão, 961;RS;Caroline Barros;25;Homem Transgenero;Homossexual;Indigena;Ensino Superior Incompleto;Feminino
461;Agressao;461;Psicologica;Manha;Via João Felipe Marques, 937;MT;Eloah Vargas;5;Nao-Binario;Pansexual;Negro;Ensino Fundamental Completo;Masculino
462;Outros;462;Psicologica;Noite;Estação Maria Sophia Correia, 674;PR;Maria Luiza Ferreira;83;Nao-Binario;Assexual;Pardo;Pos-graduacao;Masculino
463;;463;Patrimonial;Manha;;;;37;;;;;
464;Outros;464;Moral;Madrugada;Aeroporto da Costa, 757;XX;Mirella Fernandes;108;Nao-Binario;Bissexual;Negro;Ensino Fundamental Incompleto;Feminino
465;Agressao;465;Moral;Madrugada;Parque Peixoto, 64;MA;Catarina Correia;nan;Homem Transgenero;Pansexual;Indigena;Ensino Medio Completo;Feminino
466;;466;Psicologica;Noite;;;;0;;;;;
467;Discriminacao;467;Moral;Tarde;Rodovia Letícia Pereira, 189;XX;Dr. Pedro da Mota;30;Nao-Binario;Homossexual;Amarelo;Ensino Fundamental Completo;Feminino
468;Agressao;468;Sexual;Madrugada;Vale Maria Júlia Aragão, 751;ES;Júlia Carvalho;22;Mulher Transgenero;Bissexual;Branco;Ensino Medio Incompleto;Feminino
469;Agressao;469;Psicologica;Noite;Viaduto José Duarte, 107;PR;Larissa Oliveira;77;Mulher Transgenero;Assexual;Amarelo;Ensino Superior Incompleto;Feminino
470;Outros;470;Psicologica;Madrugada;Rua Aurora Aparecida, 898;PA;Marcela Souza;165;Mulher Transgenero;Homossexual;Amarelo;Ensino Medio Incompleto;Masculino
471;Assedio;471;Moral;Tarde;Sítio Garcia, 715;MT;Eduarda Cardoso;nan;Homem Cisgenero;Pansexual;Indigena;Ensino Medio Incompleto;Feminino
472;Invalido;472;Fisica;Noite;Viela Letícia Farias, 341;RR;Mateus da Cunha;32;Mulher Cisgenero;Pansexual;Branco;Ensino Medio Incompleto;Feminino
473;Agressao;473;Moral;Manha;Jardim Amanda Azevedo, 67;XX;Davi Lucca Sales;64;Nao-Binario;Pansexual;Indigena;Ensino Medio Incompleto;Masculino
474;Violencia Domestica;474;Fisica;Madrugada;Travessa da Costa, 596;TO;Gabrielly da Rocha;nan;Mulher Transgenero;Assexual;Amarelo;Ensino Medio Incompleto;Feminino
475;Invalido;475;Sexual;Manha;Parque da Mata, 327;RR;Luana Costela;80;Mulher Transgenero;Bissexual;Pardo;Ensino Fundamental Incompleto;Feminino
476;Assedio;476;Moral;Tarde;Esplanada Azevedo, 735;SC;Cauã Guerra;38;Mulher Transgenero;Pansexual;Amarelo;Ensino Fundamental Completo;Masculino
477;Outros;477;Fisica;Madrugada;Estrada Allana Abreu, 318;MG;Sofia Farias;88;Mulher Transgenero;Heterossexual;Indigena;Ensino Fundamental Completo;Masculino
478;Violencia Domestica;478;Patrimonial;Noite;Avenida Jesus, 700;XX;Luigi Nascimento;73;Homem Transgenero;Assexual;Amarelo;Ensino Superior Completo;Masculino
479;Agressao;479;Moral;Manha;Trevo da Cruz, 959;AL;André Vargas;107;Homem Transgenero;Bissexual;Branco;Ensino Medio Incompleto;Feminino
480;Outros;480;Psicologica;Madrugada;Via Casa Grande, 487;SC;Henry Mendonça;4;Mulher Transgenero;Homossexual;Indigena;Ensino Superior Completo;Masculino
481;Outros;481;Sexual;Madrugada;Residencial Ramos, 771;PI;Luigi Melo;56;Mulher Transgenero;Heterossexual;Indigena;Ensino Fundamental Completo;Masculino
482;Invalido;482;Fisica;Madrugada;Trecho de Gonçalves, 402;PR;José Costa;59;Homem Cisgenero;Heterossexual;Amarelo;Ensino Medio Incompleto;Masculino
483;Outros;483;Patrimonial;Tarde;Via Maria Flor Peixoto, 28;ES;Luiza Gonçalves;27;Mulher Transgenero;Heterossexual;Pardo;Ensino Fundamental Completo;Masculino
484;Invalido;484;Sexual;Tarde;Rodovia Yago Barbosa, 300;TO;Sophia Cavalcanti;70;Nao-Binario;Heterossexual;Negro;Ensino Medio Incompleto;Masculino
485;Invalido;485;Patrimonial;Manha;Setor Leandro Costa, 260;TO;Bento Duarte;90;Nao-Binario;Assexual;Pardo;Ensino Superior Incompleto;Feminino
486;Discriminacao;486;Patrimonial;Noite;Sítio Cunha, 93;RJ;Pietro Caldeira;140;Mulher Cisgenero;Bissexual;Pardo;Ensino Fundamental Incompleto;Feminino
487;Discriminacao;487;Fisica;Tarde;Via Manuella Fonseca, 20;XX;Bruna Silveira;68;Nao-Binario;Assexual;Negro;Ensino Medio Completo;Feminino
488;Discriminacao;488;Psicologica;Noite;Condomínio Ana Vitória Moreira, 179;SE;Lucas Teixeira;188;Nao-Binario;Assexual;Amarelo;Ensino Medio Completo;Feminino
489;Violencia Domestica;489;Moral;Manha;Chácara de Lopes, 902;PA;João Felipe da Costa;8;Mulher Transgenero;Assexual;Negro;Ensino Medio Completo;Feminino
490;Agressao;490;Moral;Tarde;Ladeira de da Costa, 563;MA;Cauê Novais;192;Nao-Binario;Heterossexual;Indigena;Ensino Superior Completo;Masculino
491;;491;Patrimonial;Manha;;;;104;;;;;
492;;492;Psicologica;Madrugada;;;;81;;;;;
493;Violencia Domestica;493;Sexual;Tarde;Condomínio de Costa, 289;SP;João Vitor Viana;24;Mulher Transgenero;Pansexual;Indigena;Ensino Superior Completo;Masculino
494;Agressao;494;Psicologica;Tarde;Morro Camargo, 990;PR;Camila Camargo;73;Mulher Transgenero;Assexual;Negro;Ensino Superior Incompleto;Masculino
495;Violencia Domestica;495;Fisica;Tarde;Travessa de Borges, 657;ES;Pedro Lucas Alves;nan;Mulher Transgenero;Assexual;Branco;Ensino Medio Incompleto;Masculino
496;Assedio;496;Fisica;Madrugada;Sítio Mendonça, 124;AC;Benício Sales;159;Mulher Transgenero;Pansexual;Negro;Ensino Superior Completo;Feminino
497;Discriminacao;497;Fisica;Manha;Aeroporto Ana Julia Fernandes, 693;DF;Heitor Moreira;86;Nao-Binario;Assexual;Indigena;Ensino Medio Incompleto;Masculino
498;Assedio;498;Psicologica;Manha;Esplanada de Rodrigues, 539;TO;Catarina Teixeira;106;Homem Cisgenero;Heterossexual;Pardo;Pos-graduacao;Masculino
499;Invalido;499;Psicologica;Tarde;Condomínio de Lima, 875;BA;Maria Liz Araújo;44;Mulher Transgenero;Bissexual;Pardo;Ensino Fundamental Completo;Feminino
500;;500;Psicologica;Noite;;;;53;;;;;
501;Invalido;501;Psicologica;Tarde;Colônia de da Rosa, 660;DF;Theodoro Teixeira;56;Homem Transgenero;Pansexual;Amarelo;Ensino Medio Incompleto;Masculino
502;Discriminacao;502;Psicologica;Tarde;Área Maria Eduarda Vargas, 726;XX;Lorenzo Jesus;53;Mulher Transgenero;Assexual;Amarelo;Ensino Fundamental Completo;Masculino
503;;503;Fisica;Manha;;;;59;;;;;
504;Outros;504;Fisica;Tarde;Esplanada de Correia, 9;RS;Sofia Sá;57;Homem Cisgenero;Bissexual;Amarelo;Ensino Medio Incompleto;Masculino
505;Invalido;505;Sexual;Manha;Estação de Correia, 378;MG;Isaac Vasconcelos;33;Nao-Binario;Pansexual;Amarelo;Ensino Fundamental Incompleto;Feminino
506;Agressao;506;Sexual;Madrugada;Praia Daniel Gomes, 873;CE;Isis Fogaça;7;Mulher Transgenero;Bissexual;Branco;Ensino Superior Incompleto;Masculino
507;Assedio;507;Fisica;Manha;Vale Nascimento, 889;XX;João Castro;73;Homem Cisgenero;Assexual;Amarelo;Pos-graduacao;Feminino
508;Invalido;508;Moral;Madrugada;Colônia Theodoro Vasconcelos, 273;RN;Srta. Antonella Cavalcante;29;Homem Cisgenero;Assexual;Pardo;Ensino Fundamental Incompleto;Masculino
509;;509;Sexual;Noite;;;;7;;;;;
510;Violencia Domestica;510;Moral;Manha;Loteamento Ribeiro, 322;PR;Pedro Lucas Peixoto;67;Homem Cisgenero;Pansexual;Amarelo;Ensino Medio Completo;Feminino
511;Invalido;511;Moral;Tarde;Quadra Vitor Machado, 561;SC;Juliana Souza;67;Mulher Cisgenero;Pansexual;Pardo;Ensino Medio Completo;Feminino
512;Assedio;512;Fisica;Madrugada;Núcleo Aparecida, 223;PB;José Miguel Araújo;49;Mulher Transgenero;Assexual;Branco;Ensino Superior Completo;Feminino
513;Invalido;513;Patrimonial;Noite;Trecho Câmara, 782;DF;Lunna Nascimento;90;Mulher Transgenero;Bissexual;Pardo;Pos-graduacao;Masculino
514;Agressao;514;Moral;Tarde;Via Mendes, 767;AM;Anthony Gabriel da Luz;nan;Nao-Binario;Assexual;Amarelo;Ensino Fundamental Completo;Feminino
515;Discriminacao;515;Sexual;Noite;Rua de Leão, 683;XX;Ágatha Aragão;81;Nao-Binario;Homossexual;Branco;Ensino Medio Incompleto;Masculino
516;Discriminacao;516;Patrimonial;Madrugada;Favela Thomas Viana, 18;RJ;Zoe Mendonça;33;Homem Cisgenero;Bissexual;Indigena;Ensino Medio Completo;Masculino
517;Outros;517;Psicologica;Tarde;Ladeira José Pedro Souza, 23;SE;Clarice Vieira;186;Homem Transgenero;Homossexual;Indigena;Pos-graduacao;Feminino
518;;518;Fisica;Noite;;;;4;;;;;
519;Invalido;519;Moral;Madrugada;Vale Luiz Fernando Aparecida, 297;RO;Ana Vitória Monteiro;66;Homem Cisgenero;Assexual;Amarelo;Ensino Medio Incompleto;Masculino
520;Invalido;520;Patrimonial;Noite;Favela de da Conceição, 521;RR;Vitor Fernandes;35;Mulher Transgenero;Assexual;Branco;Ensino Fundamental Completo;Feminino
521;Assedio;521;Fisica;Manha;Sítio Maya Garcia, 300;TO;Oliver Nogueira;142;Homem Transgenero;Pansexual;Branco;Ensino Superior Incompleto;Feminino
522;Assedio;522;Moral;Madrugada;Viaduto de da Rocha, 37;XX;Kamilly Rezende;10;Homem Transgenero;Homossexual;Indigena;Ensino Superior Incompleto;Masculino
523;;523;Psicologica;Noite;;;;55;;;;;
524;Invalido;524;Psicologica;Madrugada;Praça Caleb Mendonça, 17;PE;Sr. Francisco da Mata;35;Mulher Cisgenero;Bissexual;Pardo;Ensino Superior Completo;Feminino
525;Agressao;525;Fisica;Tarde;Vila Gomes, 207;PB;Ana Laura Siqueira;nan;Nao-Binario;Heterossexual;Branco;Ensino Superior Incompleto;Feminino
526;Outros;526;Patrimonial;Madrugada;Campo de Campos, 717;XX;João Miguel Costela;36;Nao-Binario;Homossexual;Amarelo;Ensino Fundamental Completo;Masculino
527;Outros;527;Moral;Manha;Largo Daniela Alves, 762;XX;Marcos Vinicius Rios;34;Nao-Binario;Heterossexual;Pardo;Ensino Superior Completo;Masculino
528;Agressao;528;Moral;Madrugada;Área Casa Grande, 800;RN;Bella Cirino;53;Mulher Cisgenero;Pansexual;Indigena;Ensino Fundamental Incompleto;Feminino
529;Outros;529;Psicologica;Manha;Estrada de Rocha, 342;XX;Benicio Souza;1;Mulher Transgenero;Heterossexual;Indigena;Pos-graduacao;Feminino
530;Assedio;530;Patrimonial;Tarde;Morro de Castro, 206;CE;Miguel Fernandes;197;Mulher Cisgenero;Homossexual;Indigena;Ensino Superior Incompleto;Feminino
531;Agressao;531;Patrimonial;Noite;Feira Fogaça, 403;PB;Caleb Carvalho;96;Homem Transgenero;Assexual;Pardo;Ensino Fundamental Completo;Feminino
532;Invalido;532;Sexual;Tarde;Vale Pinto, 863;SP;Dr. Rafael Teixeira;64;Homem Transgenero;Pansexual;Branco;Ensino Medio Completo;Feminino
533;;533;Patrimonial;Tarde;;;;69;;;;;
534;Violencia Domestica;534;Sexual;Madrugada;Setor Gonçalves, 58;XX;Alexandre Novaes;51;Homem Transgenero;Pansexual;Pardo;Ensino Fundamental Completo;Masculino
535;Discriminacao;535;Patrimonial;Tarde;Conjunto Isis da Paz, 826;XX;Sr. Benjamim Andrade;39;Mulher Transgenero;Bissexual;Indigena;Ensino Fundamental Incompleto;Feminino
536;Invalido;536;Moral;Madrugada;Trecho Alice da Costa, 860;AM;Henry Moraes;20;Homem Transgenero;Bissexual;Branco;Pos-graduacao;Feminino
537;Invalido;537;Fisica;Noite;Lagoa de Ribeiro, 800;SE;Dra. Luna Duarte;29;Nao-Binario;Heterossexual;Pardo;Ensino Fundamental Incompleto;Feminino
538;Outros;538;Fisica;Manha;Conjunto de da Mota, 210;XX;Amanda Cunha;78;Mulher Cisgenero;Bissexual;Amarelo;Ensino Medio Completo;Feminino
539;Discriminacao;539;Patrimonial;Noite;Esplanada Lucas Silveira, 496;PI;Eloá Azevedo;69;Mulher Cisgenero;Bissexual;Branco;Ensino Fundamental Incompleto;Feminino
540;Discriminacao;540;Patrimonial;Manha;Via Siqueira, 917;AM;Vitor Hugo Martins;73;Homem Transgenero;Assexual;Indigena;Ensino Superior Completo;Feminino
541;Assedio;541;Sexual;Madrugada;Condomínio de Ferreira, 284;TO;Melina Alves;73;Homem Cisgenero;Pansexual;Pardo;Pos-graduacao;Masculino
542;Agressao;542;Sexual;Noite;Fazenda de Almeida, 244;MT;Juan da Luz;47;Nao-Binario;Heterossexual;Pardo;Ensino Medio Completo;Masculino
543;Discriminacao;543;Patrimonial;Tarde;Via Lopes, 966;XX;Thomas Carvalho;90;Mulher Transgenero;Bissexual;Branco;Pos-graduacao;Feminino
544;Discriminacao;544;Fisica;Madrugada;Ladeira Maria Cecília Ribeiro, 887;MS;Antony Duarte;109;Nao-Binario;Bissexual;Negro;Ensino Fundamental Completo;Masculino
545;Invalido;545;Moral;Manha;Praça Sampaio, 768;GO;Srta. Maysa Pacheco;64;Nao-Binario;Pansexual;Indigena;Ensino Superior Completo;Feminino
546;Agressao;546;Moral;Madrugada;Setor Ana Júlia Lopes, 733;SC;Vitor Hugo Costela;nan;Nao-Binario;Homossexual;Amarelo;Pos-graduacao;Feminino
547;Assedio;547;Sexual;Manha;Campo Davi Miguel Pires, 58;XX;Josué Moura;42;Mulher Transgenero;Assexual;Indigena;Ensino Fundamental Completo;Feminino
548;Violencia Domestica;548;Psicologica;Manha;Passarela de Brito, 490;AM;Olívia Brito;82;Mulher Cisgenero;Bissexual;Indigena;Ensino Fundamental Completo;Feminino
549;Agressao;549;Moral;Madrugada;Vale Diego Peixoto, 577;ES;Dra. Ana Cecília Monteiro;42;Homem Cisgenero;Homossexual;Indigena;Ensino Medio Completo;Masculino
